,text,favourite_count,retweet_count,created_at
170,"$NVDA $DAILY #NVDA 
After that large gap in Feb, I kept saying that it's not the best idea to short #NVIDIA coz thi  https://t.co/oKR8Nle32V",15,2,2023-03-22 15:17:36+00:00
171,#NVDA diamond top potential with ext at 266.72 https://t.co/zwkNXnqfTu,1,0,2023-03-22 15:17:19+00:00
172,"2/2   
#NVDA $NVDA
MACD turned around and showed us a bullish signal.
The blue arrows indicate to me that there is  https://t.co/gSxhHnolGG",0,0,2023-03-22 15:07:38+00:00
173,"Ok! 1/2 
I'm gonna explain why I took this trade on #NVDA $NVDA, We are watching a 1-minute chart.
So on the green  https://t.co/48FdLYs8cI",0,0,2023-03-22 15:07:37+00:00
174,"https://t.co/t6kVcSK6IH

Stock market:
$PALLAD +4.48%  
$PRX.AS +3.09%  
$NVDA +2.75%  
$TCEHY +2.3%  

$NFLX -1.43  https://t.co/dkwWe0vAqL",0,0,2023-03-22 15:00:02+00:00
175,"RIP #NVDA 

Shorting at $270

Wish me luck Cramer

NFA  https://t.co/75E6Rdv6NJ",1,0,2023-03-22 14:40:27+00:00
176,"RIP #NVDA 

Shorting at $170

Wish me luck Cramer

NFA  https://t.co/qioYoRzooV",0,0,2023-03-22 14:40:15+00:00
177,"Who would do this? I mean their is no way this is legit action with motive. 
#NVDA #qqq #optionbuying  https://t.co/DqwUyP6wd7",1,1,2023-03-22 14:37:29+00:00
178,@Mr_Derivatives #NVDA  is in a very health trend channel that leads to a PT of about $300 for a market cap of about  https://t.co/UZo3ynvyWn,0,0,2023-03-22 14:12:43+00:00
179,"$NVDA #NVDA The ole peekaboo candle to literally blow up every short there is. 

Puts allow you to manage risk, sho  https://t.co/f2eFFw2iqm",224,16,2023-03-22 14:11:04+00:00
180,#NVDA I have doubled my shorts.,3,0,2023-03-22 14:01:32+00:00
181,"Breaking news! $NVDA, the tech giant behind semiconductors, is up 1.59% today. According to sparkle6193920, ""Aggres  https://t.co/B42Ck2MCIH",0,0,2023-03-22 13:58:49+00:00
182,Big trust most ain t this gangsta. Always early   #MU I m out when Twitter starts calling it. Follow most for what  https://t.co/U7lFV00yAA,0,0,2023-03-22 13:57:30+00:00
183,"I love the adrenaline of the first minutes when the stock market opens!

#NVDA $NVDA https://t.co/LskW8GJc37",0,0,2023-03-22 13:37:22+00:00
184,"#options
#OptionsTrading
https://t.co/wyfH3UuLP0
In early morning options action, equity names among the top 10 mos  https://t.co/nVh7mKlV5y",0,0,2023-03-22 13:35:57+00:00
185,-20$ per share shorting #nvda based on inverse #cramer.,0,0,2023-03-22 12:57:11+00:00
186,"PUT OPTIONS ON NVDA NOW!!!

#NVDA #NVIDIA #StocksToSell #OptionsTrading #options https://t.co/Ir0gtRHCRG",32,1,2023-03-22 12:56:25+00:00
187,#NVDA CEO is a old handsome elite. He invented GPU cards and reinforced efficacy to next generation. DGX H100 is a  https://t.co/6wVIEyLI4q,1,0,2023-03-22 11:52:11+00:00
188,$NVDA one of the most mentioned on 4chan over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda    #4chan  https://t.co/OXbThrqOw1,0,0,2023-03-22 11:25:05+00:00
189,Nvidia Trading The Bullish Sequence - #NVDA chart on @TradingView https://t.co/1rRoxtKXqg,0,0,2023-03-22 11:03:52+00:00
190,"We're entering an age of acceleration in #Technology due to #AI.

I'm aggressively allocating capital to Datacenter  https://t.co/E6bp8oOsVS",2,0,2023-03-22 10:56:50+00:00
191,#NVDA Approaching a key SR with fib channel above.. claim them both and it could have a good run... reject from her  https://t.co/q2U3G3LLkp,0,0,2023-03-22 10:48:59+00:00
192,@alexkoh Don't you think #NVDA way too overvalued?,0,0,2023-03-22 10:27:03+00:00
193,Oh nooooo #NVDA https://t.co/NXG4vvv9DJ,0,0,2023-03-22 09:39:54+00:00
194,"@jimcramer Good bye #NVDA, time to load up!",1,0,2023-03-22 09:28:01+00:00
195,$NVDA one of the most mentioned on 4chan over the last 7 daysVia https://t.co/OPL1OPSbnQ#nvda    #4chan  https://t.co/zV2rKf8kps,0,0,2023-03-22 08:04:44+00:00
196,$NVDA seeing an uptick in chatter on 4chan over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda    #4chan  https://t.co/EnO3vgWsTu,0,0,2023-03-22 07:54:47+00:00
197,$NVDA was the 3rd most mentioned on wallstreetbets over the last 7 daysVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/c4nERZ1dkv,0,0,2023-03-22 05:05:27+00:00
198,"Top companies in the AI and machine learning globally.
Nvidia  (#NVDA)
 (#AMD)
Intel  (#INTC)
Xilinx,  (#XLNX)
Alph  https://t.co/NBH2NLjGle",5,0,2023-03-22 04:17:48+00:00
199,$NVDA working its way into the top 10 most mentioned on wallstreetbets over the last 24 hoursVia  https://t.co/RSeBG1IOgG,0,0,2023-03-22 02:54:09+00:00
200,@zerohedge Fun while it lasted. All 6 months of it. Guess I ll just be poor and let all these 2025 #nvda puts expire worthless,0,0,2023-03-22 02:43:08+00:00
201,"Everyone always comes alive when we have GREEN boner candles :woozy. I have NO idea where this gap up came from, bu  https://t.co/C0U2EQysWR",0,0,2023-03-22 02:01:16+00:00
202,$NVDA one of the most mentioned on 4chan over the last 7 daysVia https://t.co/OPL1OPSbnQ#nvda    #4chan  https://t.co/3bJkrPa61P,1,0,2023-03-22 01:03:49+00:00
203,$NVDA #NVDA Tomorrow seems to be judgement today for this absolute beast w/ J Pow wow. https://t.co/5iMWM53Ns6,277,27,2023-03-22 01:01:47+00:00
204,"Check out my #NVDA analysis on @TradingView: https://t.co/QOD0zQEOOZ 
Almost there $NVDA lets go $272 target",0,0,2023-03-22 00:46:20+00:00
205,$NVDA was the 3rd most mentioned on wallstreetbets over the last 7 daysVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/hxZ99A5Dq1,0,0,2023-03-21 23:33:30+00:00
206,"UNUSUAL PAPER #OptionsFlow
$NVDA
$265.00 CALL
EXPIRES = 09/15/2023
SIZE = 217
OI = 3,221
COST = $744,983
STOCK PRIC  https://t.co/hdVWRZLsZW",0,0,2023-03-21 23:01:07+00:00
207,#GTC 2023 Keynote with #NVIDIA CEO Jensen Huang https://t.co/0AOp2KsF7i via @YouTube Is #NVDA rise just the start o  https://t.co/U66zdy3gro,0,0,2023-03-21 22:53:22+00:00
208,@mandertrades $10billion shelf offering gotta get dumped somehow.  You feel the pump? https://t.co/PD2RyvJcvs #nvda $nvda,0,0,2023-03-21 22:51:46+00:00
209,"@jimcramer it's the end of the rally of #NVDA, it's time to sell&lt; NOW!!!!  261.99 https://t.co/sK8Z8EAyyb",0,0,2023-03-21 21:48:30+00:00
210,"@jimcramer Damn, sucks to be an Nvidia shareholder now hahahahaha #NVDA",5,0,2023-03-21 21:42:42+00:00
211,"Join up!!

https://t.co/Y9AITlMkd4

#spy #qqq #tsla #nvda #aapl #amzn #spx #StockMarket #finance #crypto #bitcoin  https://t.co/JpOjC0WvCH",5,1,2023-03-21 21:24:48+00:00
212,$NVDA #NVDA is up 91% in 84 days! incredible! Even @jimcramer can't bring it down with his bullish calls every sing  https://t.co/3me9iHXQQi,0,0,2023-03-21 20:44:58+00:00
213,"#Gamestop just shocked the market with a profit, #NVDA lost money I think the numbers were down 55% #NVDA keeps say  https://t.co/We08oeo0Qg",0,0,2023-03-21 20:38:37+00:00
214,They are distributing #NVDA  but that doesn t mean it has to drop immediately. The specialists in this one really k  https://t.co/Ml6zY3vQDQ,0,0,2023-03-21 20:12:55+00:00
215,"Stock Algorithm Based on a Self-learning Algorithm: Returns up to 59.35% in 3 Months
https://t.co/G6EQ7S7BIf

#nvda  https://t.co/biTJNzDlFN",0,0,2023-03-21 20:01:42+00:00
216,"Stock Algorithm Based on a Self-learning Algorithm: Returns up to 59.35% in 3 Months
https://t.co/f2VmB8O6dy

#nvda  https://t.co/uzEM2kAiOJ",0,0,2023-03-21 20:01:42+00:00
217,"Stock Algorithm Based on a Self-learning Algorithm: Returns up to 59.35% in 3 Months
https://t.co/hjWobMAm4h

#nvda  https://t.co/kALqbpfE6U",0,0,2023-03-21 20:01:42+00:00
218,"Stock Algorithm Based on a Self-learning Algorithm: Returns up to 59.35% in 3 Months
https://t.co/2UaEpvDPtH

#nvda  https://t.co/m6hKUTagxi",3,3,2023-03-21 20:00:48+00:00
219,"Stock Algorithm Based on a Self-learning Algorithm: Returns up to 59.35% in 3 Months
https://t.co/SdfufEWXsL

#nvda  https://t.co/I8li37Kg1j",0,0,2023-03-21 20:00:48+00:00
220,$NVDA seeing an uptick in chatter on 4chan over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda    #4chan  https://t.co/l81vkivHqX,0,0,2023-03-21 19:43:06+00:00
221,This is starting to become the new normal but wtf pattern is this? Yeah I got destroyed. Dark day for me. Goodluck  https://t.co/0oS4XZltsT,1,0,2023-03-21 19:30:09+00:00
222,This looks very close to a new record to me. #0DTE #SPY #TSLA #NVDA https://t.co/tydVjShyrt,0,0,2023-03-21 19:28:35+00:00
223,"Check my ideas at: https://t.co/SulcEeUpAU
#BTC #btcusd #forex #NVDA #EURUSD https://t.co/9nBfd0nRmq",1,0,2023-03-21 18:35:25+00:00
224,$nvda #nvda smart of insiders to keep flushing insider shares at $260 level.,0,0,2023-03-21 17:29:37+00:00
225,$NVDA Nvidia announces landmark  virtual-first  BMW factory https://t.co/h89L5On2wD #NVDA,0,0,2023-03-21 17:12:02+00:00
226,Question. Can we really crash tomorrow from FOMC? I ask this because its my belief the markets operate around the M  https://t.co/nNEDVTB5hs,1,0,2023-03-21 16:55:10+00:00
227,$NVDA worked out nicely   We also got in call scalps as volume came in and brought you back into the .618. Ping pon  https://t.co/SVK5JfkRHX,1,0,2023-03-21 16:44:10+00:00
228,$NVDA working its way into the top 10 most mentioned on 4chan over the last 24 hoursVia https://t.co/OPL1OPSbnQ  https://t.co/4SdS44CsSE,0,0,2023-03-21 16:42:35+00:00
229,AWS AND NVIDIA COLLABORATE ON NEXT-GENERATION INFRASTRUCTURE FOR TRAINING LARGE MACHINE LEARNING MODELS AND BUILDIN  https://t.co/U6HvhSR1Nd,0,0,2023-03-21 16:42:07+00:00
230,"today is the day the tech market says,  let there be pump 
#tsla #meta #amzn 

except for #nvda ? hm ",0,0,2023-03-21 16:40:20+00:00
231,"NEW VERSION of Acapela TTS voices for #NVDA  (V1.9) : Happy to continuously support @NVAccess
 &amp; NVDA screen reader  https://t.co/6I1cCjO0bI",14,14,2023-03-21 16:19:55+00:00
232,"https://t.co/GDhujx4xVy #NVDA Inverse H&amp;S Pattern Executed!

Only Gold Members get Trade &amp; Early Buy Alerts!  https://t.co/URA2FzUgDs",1,0,2023-03-21 16:03:35+00:00
233,Also CEO just said by 2030 auto manufacturers using the tech to build 300 million ev cars. Only 66 million cars are  https://t.co/8qTzuOHpyQ,0,0,2023-03-21 16:01:31+00:00
234,"https://t.co/JhMTlE2zA1: #NVDA Inverse H&amp;S Pattern Executed!

Only Gold Members get Trade &amp; Early Buy Alerts!  https://t.co/Gy9cug19JB",11,0,2023-03-21 15:51:44+00:00
235,I dont get it why was the metaverse so bearish for meta but so bullish for NVDA? I mean is it based on the thought  https://t.co/NmzwhAYzDc,0,0,2023-03-21 15:46:42+00:00
236,$NVDA on 1hour Pullback - #NVDA chart on @TradingView https://t.co/FdWV1gRMKd,1,0,2023-03-21 15:46:13+00:00
237,#NVDA $NVDA getting pushed back by touching the boilinger top line https://t.co/gBHW7YtAxE,3,1,2023-03-21 15:43:27+00:00
238,@marc71231126 $nvda #NVDA should break 346 next high  back down to 260.05 then see a target of 585 maybe https://t.co/H2hekF7xOI,0,0,2023-03-21 15:39:12+00:00
239,"The contra has spoken. 

Sell now. 

#NVDA #SPX #BTC https://t.co/weVYeof8rB",1,0,2023-03-21 15:38:12+00:00
240,$NVDA was the 3rd most mentioned on wallstreetbets over the last 7 daysVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/dyBfdfX72H,0,0,2023-03-21 15:22:17+00:00
241,NVIDIA $NVDA just announced a Quantum Control Link connecting GPUs to a quantum computer. Could this be a sign of a  https://t.co/7dHUsksGru,0,0,2023-03-21 15:15:17+00:00
242,"$NVDA #NVDA Do shorts finally win or do we blow through this resistance from JPOW?

As mentioned, a daily close abo  https://t.co/PZruck8UZW",138,13,2023-03-21 14:27:55+00:00
243,"@dana_marlane $NVDA #NVDA if it doesn't close above $263 today, we can see a pull back to $240. Otherwise, it could  https://t.co/32MbH8qqMi",0,1,2023-03-21 14:27:32+00:00
244,"Unusual Option Activity on $NVDA 
Calls Sweep opened for $84K in premium 
Get Free Instant Notification from Mobile  https://t.co/26rOgo4g48",0,0,2023-03-21 14:04:38+00:00
245,Im only year 3 trader. I hadnt got to the lesson yet that bank failures is bullish for high yield credit and the st  https://t.co/qgkPT6QjXj,1,0,2023-03-21 13:48:37+00:00
246,"#NVDA.US, $ The AI sector is at the end of its strength. Although Nvidia is still very strong, its volume has shrun  https://t.co/LFQBeG7cS6",0,0,2023-03-21 13:06:42+00:00
247,"Stocks Picks of the Day 
#FRC -long 
#NVDA -long 
#TSLA -long 
#ALT -short 
Watching #SGML #viral #tiktok #fyu  https://t.co/Cf0uhxWGMm",1,0,2023-03-21 12:58:50+00:00
248,"$NVDA market cap measured daily hit $639.73B, the highest point in the last 90 days. 

#NVIDIACorporation #NVDA  https://t.co/xehBcw58KI",0,0,2023-03-21 11:48:07+00:00
249,#BREAKINGNews #NVIDIA #NVDA #NASDAQ100 #EUROPE50 #STOXX #HANGSENG #HK50 #ASIA #NIKKEI225 #FTSE100 #SP500  #SPY  https://t.co/ACmk3EEFIY,0,0,2023-03-21 10:58:17+00:00
250,$NVDA ($259.94) has 1st support at $222.97 and the 1st resistance at $263.99. It is estimated that #NVDA will be tr  https://t.co/0d4iSoA89B,0,0,2023-03-21 10:55:53+00:00
251,Is this going to be the peak media euphoria for #NVDA ? I hope not https://t.co/ZudEyBbcxq,0,0,2023-03-21 09:49:21+00:00
252,$NVDA was the 3rd most mentioned on wallstreetbets over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/fBTIOwpHGW,0,0,2023-03-21 09:11:29+00:00
253,$NVDA seeing sustained chatter on 4chan over the last few daysVia https://t.co/OPL1OPSbnQ#nvda    #4chan  https://t.co/4HzVX9g3X8,0,0,2023-03-21 07:21:18+00:00
254,China is changing its strategy to support its semiconductor industry by providing easier access to subsidies to som  https://t.co/LT764MBC9j,1,0,2023-03-21 06:52:03+00:00
255,"$NVDA #NVDA Break of Friday's high invalidates this study I posted on Friday.

At the end of the day, I think just  https://t.co/8cN3Xi0gxv",0,0,2023-03-21 06:36:20+00:00
256,"$NVDA #NVDA The bear thesis still makes sense.

However, when you have a majority of people buying weekly expiratio  https://t.co/0tl4ZPlqI9",0,0,2023-03-21 06:35:18+00:00
257,$NVDA was the 4th most mentioned on wallstreetbets over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/sumxNotyrc,0,0,2023-03-21 05:51:30+00:00
258,"We ALWAYS see ""confirmation"". Whether it is in life or in trading. We have been getting alerts LEFT and RIGHT for t  https://t.co/0okjAS5wPy",0,0,2023-03-21 03:57:07+00:00
259,"$NVDA Monthly Chart 
 .65 retracement sits at 263.05
Golden Pocket: 255.42-263.05

#NVDA 1HR
Could be a good short/  https://t.co/opUeWiMEqU",0,0,2023-03-21 03:12:16+00:00
260,"Anytime #nvda $nvda pops up, I see a short thesis. 

And 99% are daily charts. 

Of course this stock keeps rallyin  https://t.co/d5XYCWhC7D",1,0,2023-03-21 02:49:15+00:00
261,$NVDA working its way into the top 10 most mentioned on wallstreetbets over the last 7 daysVia  https://t.co/q7xlRDW93j,0,0,2023-03-21 02:21:00+00:00
262,"$NVDA #NVDA The bear thesis still makes sense.

However, when you have a majority of people buying weekly expiratio  https://t.co/McGQmSUZGp",229,18,2023-03-21 01:23:39+00:00
263,Nvidia CEO Jensen Huang On How His Big Bet On A.I. Is Finally Paying Off... https://t.co/UMTZCVdq1C #NVDA #ES_F #QQQ  ,0,0,2023-03-21 01:21:23+00:00
264,$NVDA one of the most mentioned on wallstreetbets over the last 7 daysVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/MCqnQoxQiY,0,0,2023-03-21 01:20:23+00:00
265,@AMC_Apee @unusual_whales Pelosi 1000 years for he #NVDA trade alone,4,0,2023-03-21 01:17:37+00:00
266,"$NVDA #NVDA Break of Friday's high invalidates this study I posted on Friday.

At the end of the day, I think just  https://t.co/f6rjV8hLCO",143,13,2023-03-21 01:09:43+00:00
267,Anyone find it weird now stuff like NVDA TSLA AAPL. Slowly pumps in after hours now. Most of these companies don t  https://t.co/xcNbdlTjtt,0,0,2023-03-20 23:54:28+00:00
268,$NVDA one of the most mentioned on wallstreetbets over the last 7 daysVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/LlQQoOfp5R,0,0,2023-03-20 23:10:10+00:00
269,"$nvda get ready for more pain shorts. I have a $315 price target, the AD is ascending into a bear flag.. Looking fo  https://t.co/gJ6ai9Mv3u",1,0,2023-03-20 22:29:37+00:00
270,The top CEO in the world is going to dominate AI. They filed a 10 billion shelf offering and the stock just goes hi  https://t.co/RZYkuSWqas,3,1,2023-03-20 21:11:38+00:00
271,"  Teachers, Educators! Do you want to incorporate learning about resistance, feminism, collective action, non-viole  https://t.co/2LbchiQx7l",8,4,2023-03-20 21:06:03+00:00
272,"Check out my #NVDA analysis on @TradingView: https://t.co/yqtthqOnVW 
HCH complert en NVDA",1,0,2023-03-20 21:03:28+00:00
273,"Tech giant $NVDA is seeing a downside confirmation at the open, trading at $252.01. Will this be the start of a new  https://t.co/Ggid7hkM0n",1,0,2023-03-20 20:59:18+00:00
274,"Join up

https://t.co/Y9AITlMkd4

#spy #qqq #tsla #bitcoin #eth #StockMarket #OptionsTrading #finance #nfa #money  https://t.co/3HbkHbOXpk",0,0,2023-03-20 20:37:57+00:00
275,$NVDA seeing sustained chatter on wallstreetbets over the last few daysVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/MaSplPgZCF,0,0,2023-03-20 19:20:03+00:00
276,@zeki893 @frankoz95967943 LOL this makes sense considering my theory was SOFTBANK was behind this nvda pump since t  https://t.co/FQrMuL1FFl,0,0,2023-03-20 19:14:14+00:00
277,$NVDA seeing an uptick in chatter on wallstreetbets over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/HfaD1B381z,1,0,2023-03-20 18:49:33+00:00
278,"Inventory build up is the biggest they have ever had. It was not 2/3 quarters ok its still on going, and yes your f  https://t.co/xGDgrEB4Zh",0,0,2023-03-20 18:34:47+00:00
279,"Also he just said this in regards to chip shortages ""1 hand chip shortage, Other hand 2/3 quarters ago supply and d  https://t.co/JPkuGWhns7",0,0,2023-03-20 18:34:06+00:00
280,"The last time Nividia had pullback I watched tv show s in black and white

#nvda #spx #spy #qqq #nasdaq",1,0,2023-03-20 18:31:12+00:00
281,"Can't remember who asked what I thought about #NVDA this week. Appears to me that after reaching $260 to $270, at m  https://t.co/RpluMUfN2Q",1,0,2023-03-20 18:08:36+00:00
282,"When the CEO said this morning ""Its taken until now to really take off""  What exactly does he mean is taking off? A  https://t.co/nrG74Wn6BQ",0,0,2023-03-20 18:03:31+00:00
283,$NVDA seeing an uptick in chatter on wallstreetbets over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/FlBn5wehao,0,0,2023-03-20 17:59:45+00:00
284,#NVDA lets go!  ,0,0,2023-03-20 17:31:23+00:00
285,Just thought of this super long term divergence. High yield debt and spy tend to move together often. Look how JNK  https://t.co/t63478Nson,1,0,2023-03-20 16:43:12+00:00
286,I been warning everyone for a long time about this. ITS HAPPENING GET THE FUCK OUT. YES this will tank everything w  https://t.co/GM8Bjv3SSu,0,0,2023-03-20 16:20:56+00:00
287,@GjStocks as an example im short NVDA and look if I had shorted anyone else all of which are weaker stock. AMD INTC  https://t.co/fRAn9TiqG0,1,0,2023-03-20 15:39:14+00:00
288,$NVDA - NVDA Overpriced Bull Put Spread has 3% Downside Cushion  #NVDA https://t.co/hOgNGNtbAL https://t.co/neEwvvxLLV,0,0,2023-03-20 15:33:03+00:00
289,"@StonkSleeper Problem is everyone is trading like you. ""nimble"" Bears need conviction. Someone has to take a stand  https://t.co/LT3gfRoyqG",1,0,2023-03-20 15:17:53+00:00
290,If you had any conviction now is your time to decide on it. Stop covering or get out. We dont want you. We need muc  https://t.co/s3eG7L8cSm,0,0,2023-03-20 15:16:11+00:00
291,Weirdly this reminds me of my days playing counter strike. 20/20 server dust 2. 20 terrorist will be pathetic and l  https://t.co/ZBy1bctvHo,1,0,2023-03-20 15:09:15+00:00
292,Seriously Bears take a look in the mirror at yourself. If you have to cover every 1% down you are part of the probl  https://t.co/NnzLChjciY,0,0,2023-03-20 15:07:33+00:00
293,Was there ever any doubt this wouldnt rally all the way back? LOL I didnt cover a share and all the bears that keep  https://t.co/TFXsey7nOF,1,0,2023-03-20 15:06:33+00:00
294,Groundhog day again. No stock is allowed to be below its pre 10am price no matter what. Fun times. I hate this.  https://t.co/cD7zj3VNm9,1,0,2023-03-20 14:03:16+00:00
295,#nvdaputs I swung #nvda over the weekend at the top $260 sold this morning at $253  ,1,0,2023-03-20 13:53:09+00:00
296,"#options
#OptionsTrading
https://t.co/wyfH3UudZs
In early morning options action, equity names among the top 10 mos  https://t.co/237lp3F1iw",2,1,2023-03-20 13:40:44+00:00
297,"20mar2023 @cnbcfastmoney  #cnbc #fastmoney ""Buy shares of $NVDA "" #nvda #nvidia #trading #options #market #stocks  https://t.co/i50rCE4bfk",2,1,2023-03-20 13:10:42+00:00
298,"Click to check my ideas: https://t.co/SulcEeUpAU
#EURUSD #BTCUSDT #BTC #nvda #NYSE #NASDAQ https://t.co/cSbQGUZ8Sh",1,0,2023-03-20 12:54:42+00:00
299,Whats up #Twitter! Let s get ready to trade! #SPY #NVDA #Options #DayTrader https://t.co/mxlRD6yPhJ,3,0,2023-03-20 11:21:37+00:00
300,Long #NVDA above $263.63 short below 254.27,1,0,2023-03-20 10:20:52+00:00
301,"#nvda $NVDA #stocks #StocksInFocus #StocksMarket 
NVIDIA Corp. (NVDA): Analysis &amp; Forecast Price Action  https://t.co/51vCIlToSW",1,0,2023-03-20 10:07:42+00:00
302,$NVDA #NVDA TIME TO SELL THE NEWS?,0,0,2023-03-20 09:32:03+00:00
303,$NVDA one of the most mentioned on wallstreetbets over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/jf6F8GXqtW,0,0,2023-03-20 07:57:59+00:00
304,"Take responsibility for your  and grasp the market trends.
#NVDA
$NIKE $GME 
https://t.co/YHxfTSWeje",2,0,2023-03-20 07:25:36+00:00
305,"#NVDA is on the rise, with potential to hit $269 and break $277 next week!   Could we be seeing a tech stock rally?  https://t.co/GrfdUJLOrj",1,0,2023-03-20 06:14:01+00:00
306,$NVDA seeing an uptick in chatter on wallstreetbets over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/MeFYwrb1xX,1,0,2023-03-20 05:17:41+00:00
307,$NVDA showed an exhaustion gap with shooting star last Friday. Its a classic bearish reversal candle. Its finally g  https://t.co/jzLPlRWtBh,0,0,2023-03-20 04:15:33+00:00
308,@ItalEarth I m going to wait a little bit longer on #NVDA puts I feel the next 3 days will be bullish,1,0,2023-03-20 03:45:02+00:00
309,$NVDA one of the most mentioned on wallstreetbets over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/iin92shSLZ,0,0,2023-03-20 03:17:27+00:00
310,"@NVIDIAGeForce @nvidia #NASDAQ #nvda #nvidia #geforce #rtx #StockMarket #sellnvda

Final warning yall

Nvda is over  https://t.co/srh8rNNTaw",0,0,2023-03-20 02:26:49+00:00
311,"$NVDA Weekly Chart: A potential supply zone.

I am looking to open $290/$300 Covered calls.
Also, Bear Call Debit S  https://t.co/DsQzd0Ex4F",6,0,2023-03-20 02:18:27+00:00
312,"#nvda :  Both targets are done, High $263.99 so far. #NVIDIA #StockMarket https://t.co/Mqh02OvHHV",1,0,2023-03-20 02:00:52+00:00
313,Algorithmic Trading Software Based on a Self-learning Algorithm: Returns up to 55.24% in 3 Months  https://t.co/ni7pPg5eBZ,0,0,2023-03-20 02:00:28+00:00
314,Algorithmic Trading Software Based on a Self-learning Algorithm: Returns up to 55.24% in 3 Months  https://t.co/g4wrzcyney,3,3,2023-03-20 02:00:28+00:00
315,Algorithmic Trading Software Based on a Self-learning Algorithm: Returns up to 55.24% in 3 Months  https://t.co/7oWgZveuCY,4,4,2023-03-20 02:00:28+00:00
316,Algorithmic Trading Software Based on a Self-learning Algorithm: Returns up to 55.24% in 3 Months  https://t.co/lIjCvbYyaz,2,1,2023-03-20 02:00:16+00:00
317,Algorithmic Trading Software Based on a Self-learning Algorithm: Returns up to 55.24% in 3 Months  https://t.co/FDEkDepGqm,3,3,2023-03-20 02:00:16+00:00
318,I am looking to swing short #NVDA using put options. Patiently sitting on my hands until their AI meeting is over o  https://t.co/p1e3P6JWvc,2,0,2023-03-20 01:25:10+00:00
319,"#NVDA 

Jensen Huang, an amazing entrepreneur, strategist, disruptor, engineer, leader. 

A lesson on long play, bi  https://t.co/GSRyJW6vww",5,0,2023-03-19 23:16:20+00:00
320,"$NVDA #NVDA
$397.5 will be this year's high for nVidia.
AI/Tech is having a pivotal moment similar to the 2000 boom  https://t.co/376P8l5k1x",1,1,2023-03-19 20:46:15+00:00
321,Good Setup #nvda https://t.co/Opoviy3R1T,0,0,2023-03-19 20:38:22+00:00
322,"Options Predictions Based on Big Data Analytics: Returns up to 20.42% in 7 Days
https://t.co/jaqQISDpZN

#arlo  https://t.co/1CFJxk6iLT",1,1,2023-03-19 20:00:47+00:00
323,"Options Predictions Based on Big Data Analytics: Returns up to 20.42% in 7 Days
https://t.co/QsO3mJflIr

#arlo  https://t.co/KgitwFfAOC",1,0,2023-03-19 20:00:47+00:00
324,"Options Predictions Based on Big Data Analytics: Returns up to 20.42% in 7 Days
https://t.co/5Hzgm5SCyx

#arlo  https://t.co/XiLTpUkd14",4,3,2023-03-19 20:00:47+00:00
325,"Options Predictions Based on Big Data Analytics: Returns up to 20.42% in 7 Days
https://t.co/Yg4NAlzpWa

#arlo  https://t.co/nZv4rlmlwP",2,1,2023-03-19 20:00:20+00:00
326,"Options Predictions Based on Big Data Analytics: Returns up to 20.42% in 7 Days
https://t.co/xW576qAeur

#arlo  https://t.co/9XReCeHkSk",4,3,2023-03-19 20:00:20+00:00
327,$NVDA seeing an uptick in chatter on wallstreetbets over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/2b3w8qbNBb,1,0,2023-03-19 19:36:26+00:00
328,$NVDA seeing an uptick in chatter on wallstreetbets over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/vOeCt89rXh,0,0,2023-03-19 18:07:10+00:00
329,"@IndieTraders @VeteranWallSt 13/ $NVDA - GP AB acting as support, even chasing the GPs up. Hit the gap fill from th  https://t.co/AELRIrGvdZ",2,0,2023-03-19 16:24:35+00:00
330,$NVDA working its way into the top 10 most mentioned on wallstreetbets over the last 7 daysVia  https://t.co/sXFylDYkrO,0,0,2023-03-19 14:56:34+00:00
331,Check out Travis Whitby's video! #TikTok https://t.co/oWNIbdqrHJ   I can t load the full video here yet so check ou  https://t.co/iic8NIFmsO,0,0,2023-03-19 11:14:51+00:00
332,#NVDA $NVDA 1/2  having a shooting star daily candle -   The shooting star candlestick pattern is identified by a s  https://t.co/p4WVP3ZRPt,3,0,2023-03-19 07:37:04+00:00
333,@DBookTrading #nvda 228 on the menu,0,0,2023-03-19 05:33:59+00:00
